outcome,team,r.squared,beatingBaseline
jobTraining,cnstahl,-2.015584864991764,FALSE
jobTraining,datascience,0,FALSE
jobTraining,davidj,-0.29029887254104647,FALSE
jobTraining,ddmmgg,0.005143730474206465,TRUE
jobTraining,devanshg,-0.32451134264630155,FALSE
jobTraining,dkozuch,-0.44181124015003315,FALSE
jobTraining,dliu18,4.8627768478581856e-14,FALSE
jobTraining,dremalt,0.0030452313225458605,TRUE
jobTraining,drigobon,0.02634811788921565,TRUE
jobTraining,DS,0.019376262912309872,TRUE
jobTraining,eaman,4.8627768478581856e-14,FALSE
jobTraining,ec,-0.0021300214879218515,FALSE
jobTraining,echiou,0,FALSE
jobTraining,edz,0,FALSE
jobTraining,ehk02004,2.670034460726667e-4,TRUE
jobTraining,ekaban15,-2.3497304164687982e-4,FALSE
jobTraining,err,3.951283744640932e-13,FALSE
jobTraining,ETsurkov,0.0329373916007637,TRUE
jobTraining,FormidableFamily,0.019690612616815373,TRUE
jobTraining,fperraudeau,0.03349115611473108,TRUE
jobTraining,fw,0.0019045926510975475,TRUE
jobTraining,ggundersen,-0.32451134264630155,FALSE
jobTraining,ghe,-0.9012358387063149,FALSE
jobTraining,greg.faletto,3.951283744640932e-13,FALSE
jobTraining,gregversteeg,-0.48579870171393225,FALSE
jobTraining,gsharma298,-3.7277144751088827,FALSE
jobTraining,gturunc16,-0.373386299939523,FALSE
jobTraining,gulnihaltuzun,-2.3497304164687982e-4,FALSE
jobTraining,gwaldrop,4.8627768478581856e-14,FALSE
jobTraining,haixiaow,0.022378211677910653,TRUE
jobTraining,hamidrezaomidvar,-0.03925103807322783,FALSE
jobTraining,hchai,-1.6685726682098916,FALSE
jobTraining,hesohn,-5.769718036674476e-10,FALSE
jobTraining,hinthornw,4.8627768478581856e-14,FALSE
jobTraining,hty,-0.06869981617358056,FALSE
jobTraining,ihorwitz,-0.01280969100711804,FALSE
jobTraining,is2548_is,-2.220446049250313e-16,FALSE
jobTraining,IU_Sociology,-2.220446049250313e-16,FALSE
jobTraining,jeremyfreese,0.014676636823078515,TRUE
jobTraining,jeremykanter,3.951283744640932e-13,FALSE
jobTraining,jgagne,0.020147152809935176,TRUE
jobTraining,jlhillny,0.043404632631752205,TRUE
jobTraining,jmels13,-5.769718036674476e-10,FALSE
jobTraining,jnchen,-0.03738714325429204,FALSE
jobTraining,joshua_becker_upenn,3.951283744640932e-13,FALSE
jobTraining,joshua800,-16.60964711274769,FALSE
jobTraining,Justajwu,0.02236034028849765,TRUE
jobTraining,jzrf,0.035385239922880896,TRUE
jobTraining,KAG,-0.056685759315392215,FALSE
jobTraining,kapoor,-0.373386299939523,FALSE
jobTraining,karenfeng,-1.2268019787375906e-5,FALSE
jobTraining,karipuf,4.8627768478581856e-14,FALSE
jobTraining,katamg,0.03405622832304178,TRUE
jobTraining,Katy_P,0.022183735300381313,TRUE
jobTraining,kgenova,0.030450425724641406,TRUE
jobTraining,khiguera,-0.0021446876891757505,FALSE
jobTraining,kivan,-0.6853966159335163,FALSE
jobTraining,kouyang,0.030098679691663355,TRUE
jobTraining,largyle,-2.8344315241568552e-5,FALSE
jobTraining,lazs,-0.32451134264630155,FALSE
jobTraining,lbb285,0.023368110474377035,TRUE
jobTraining,lennyc,-2.3866883904699598e-4,FALSE
jobTraining,lkermode,-0.10357773739633958,FALSE
jobTraining,LouisR,-0.32939883837562367,FALSE
jobTraining,lpschnab,3.951283744640932e-13,FALSE
jobTraining,mackl,-0.32939883837562367,FALSE
jobTraining,malte,0.05019572017255636,TRUE
jobTraining,mannyg,0,FALSE
jobTraining,maria_yr,3.951283744640932e-13,FALSE
jobTraining,mb298,-6.240922109856939e-5,FALSE
jobTraining,mdb,0,FALSE
jobTraining,mdrc,0.052297999698922126,TRUE
jobTraining,mkapoor,-0.10784865696545087,FALSE
jobTraining,mloyola,3.951283744640932e-13,FALSE
jobTraining,mogwai,-0.5982111034883415,FALSE
jobTraining,mollylewis,3.951283744640932e-13,FALSE
jobTraining,mrytting,-0.6324235735935968,FALSE
jobTraining,mwhuhn,0,FALSE
jobTraining,myeomans,0.028452966997848606,TRUE
jobTraining,NaijiaLiu,-0.039251038115222237,FALSE
jobTraining,neamah,-0.32451134264630155,FALSE
jobTraining,nmandell,0.03975898232408448,TRUE
jobTraining,nperina,-1.6844339908859522,FALSE
jobTraining,ovarol,-1.1114755233965212e-5,FALSE
jobTraining,Pentlandians,0.039019456755264303,TRUE
jobTraining,phoebs,3.951283744640932e-13,FALSE
jobTraining,pkrafft,-9.072314646538793e-4,FALSE
jobTraining,ppz,-0.7008485138041067,FALSE
jobTraining,prakhar,3.951283744640932e-13,FALSE
jobTraining,pups33,0.025572727356385716,TRUE
jobTraining,rbamos,-0.32451134264630155,FALSE
jobTraining,rcompton,-0.383161291398167,FALSE
jobTraining,red_potato85,-0.007716425965356155,FALSE
jobTraining,rfjz,0.035385239922880896,TRUE
jobTraining,rtodd,3.951283744640932e-13,FALSE
jobTraining,ruoyangp,-0.20797086675004062,FALSE
jobTraining,ryanh,4.8627768478581856e-14,FALSE
jobTraining,ryanjgallag,-0.03422955121033633,FALSE
jobTraining,samantha_malte,0.02303263734326,TRUE
jobTraining,sender,-0.32451134264630155,FALSE
jobTraining,shashim,-5.769718036674476e-10,FALSE
jobTraining,shausen,0.02501848956495545,TRUE
jobTraining,siemann,-0.32451134264630155,FALSE
jobTraining,signoret,-0.07016283457940431,FALSE
jobTraining,siqbal16,-2.3497304164687982e-4,FALSE
jobTraining,smalamut,-0.32451134264630155,FALSE
jobTraining,soc383,0.014244391214854879,TRUE
jobTraining,spike_slab_team,-3.071283942525347,FALSE
jobTraining,sw2009,0,FALSE
jobTraining,sy,0.04385115073889745,TRUE
jobTraining,t.f.schaffner,-0.32451134264630155,FALSE
jobTraining,Tamkinat,0.02069154585403621,TRUE
jobTraining,tdavidson,-2.220446049250313e-16,FALSE
jobTraining,the_Brit,0.02571703506224876,TRUE
jobTraining,TheLoneCodeman,-1.2824605055934422,FALSE
jobTraining,Tina_the_Llama,0.019344062152746533,TRUE
jobTraining,tongwang,3.951283744640932e-13,FALSE
jobTraining,user,-0.009057646033226785,FALSE
jobTraining,user1,-0.32451134264630155,FALSE
jobTraining,vharman2,0.00703954163886078,TRUE
jobTraining,visseho,-0.32451134264630155,FALSE
jobTraining,weggert,-0.3196238469169794,FALSE
jobTraining,wjlei1990,0.03454801175051725,TRUE
jobTraining,wnowak,3.951283744640932e-13,FALSE
jobTraining,wrcCOS424,-2.049797335097019,FALSE
jobTraining,yaboybillnye,-0.45548460235715216,FALSE
jobTraining,yjpeng,0.038684190147432296,TRUE
jobTraining,yuex,-0.36361130848087875,FALSE
jobTraining,zn2146,0,FALSE
layoff,ADSgrp5,-5.079048293055166e-12,FALSE
layoff,aemack,0.013923756959236866,TRUE
layoff,agalle,-0.2693991283942203,FALSE
layoff,alexlibby,-0.46793074563123116,FALSE
layoff,alhajri,-0.2693991283942203,FALSE
layoff,Alpaca_CultureAsAWoolkit,0.012332256691387933,TRUE
layoff,amaatouq,0.025957068624082646,TRUE
layoff,amagann,-5.079048293055166e-12,FALSE
layoff,amcz,-5.079048293055166e-12,FALSE
layoff,amorgan,-0.612317376349057,FALSE
layoff,amusse,-0.07387556596383105,FALSE
layoff,Anahit_Sargsyan,-159.07062847954987,FALSE
layoff,andrewor,-0.0036585727308129368,FALSE
layoff,annafil,-0.039028848877726396,FALSE
layoff,aprilfeifei,-0.27541523800746326,FALSE
layoff,au324,1.4547836578870932e-4,TRUE
layoff,aurora1994,-0.4077696494988037,FALSE
layoff,aycai,-0.2693991283942203,FALSE
layoff,azizkag,-0.2693991283942203,FALSE
layoff,bertalan,-0.2693991283942203,FALSE
layoff,bjgoode,0.01660138861015681,TRUE
layoff,bleizman,-0.2693991283942203,FALSE
layoff,bnigdeli,2.238252916342276e-10,FALSE
layoff,brjohns,-2.029045962814002,FALSE
layoff,Bumblebee2023,0.002546383007330455,TRUE
layoff,bz247,-0.2693991283942203,FALSE
layoff,carnegien,-0.02488964883807898,FALSE
layoff,ccgilroy,0,FALSE
layoff,chicacvr,0,FALSE
layoff,chris,-5.079048293055166e-12,FALSE
layoff,cjqian,0.006027366824048808,TRUE
layoff,cnstahl,-0.8649939801052526,FALSE
layoff,datascience,0,FALSE
layoff,davidj,-0.2693991283942203,FALSE
layoff,ddmmgg,0.014539769616266907,TRUE
layoff,devanshg,-0.2693991283942203,FALSE
layoff,dkozuch,-0.31752800530016234,FALSE
layoff,dliu18,-4.884981308350689e-15,FALSE
layoff,dremalt,0.012416167003547973,TRUE
layoff,drigobon,0.012375951412470942,TRUE
layoff,DS,-0.009297762220460637,FALSE
layoff,eaman,-4.884981308350689e-15,FALSE
layoff,ec,0.011943245215498721,TRUE
layoff,echiou,0,FALSE
layoff,edz,0,FALSE
layoff,ehk02004,0.013245140313672632,TRUE
layoff,ekaban15,2.238252916342276e-10,FALSE
layoff,err,-5.079048293055166e-12,FALSE
layoff,ETsurkov,0.0044724601418442145,TRUE
layoff,FormidableFamily,0.02119841402599143,TRUE
layoff,fperraudeau,0.004248984303467207,TRUE
layoff,fw,0.020091519224481713,TRUE
layoff,ggundersen,-0.2693991283942203,FALSE
layoff,ghe,-1.268073324192517,FALSE
layoff,greg.faletto,-5.079048293055166e-12,FALSE
layoff,gregversteeg,-0.3716729918193471,FALSE
layoff,gsharma298,-5.546800807065847,FALSE
layoff,gturunc16,-5.079048293055166e-12,FALSE
layoff,gulnihaltuzun,2.238252916342276e-10,FALSE
layoff,gwaldrop,-4.884981308350689e-15,FALSE
layoff,haixiaow,-0.021624380128913323,FALSE
layoff,hamidrezaomidvar,0.016583606104397908,TRUE
layoff,hchai,-2.068215902753803,FALSE
layoff,hesohn,3.764274447703997e-10,FALSE
layoff,hinthornw,-4.884981308350689e-15,FALSE
layoff,hty,-0.1001659649737019,FALSE
layoff,ihorwitz,-0.03083315602116543,FALSE
layoff,is2548_is,0,FALSE
layoff,IU_Sociology,0,FALSE
layoff,jeremyfreese,0.011929662903364169,TRUE
layoff,jeremykanter,-5.079048293055166e-12,FALSE
layoff,jgagne,0.00697607087476404,TRUE
layoff,jlhillny,0.005500405625298077,TRUE
layoff,jmels13,3.764274447703997e-10,FALSE
layoff,jnchen,-0.04618328481401934,FALSE
layoff,joshua_becker_upenn,-5.079048293055166e-12,FALSE
layoff,joshua800,-19.111854437070516,FALSE
layoff,Justajwu,0.013126285246841451,TRUE
layoff,jzrf,1.8050137475578154e-5,FALSE
layoff,KAG,-0.06827201301143959,FALSE
layoff,kapoor,-4.884981308350689e-15,FALSE
layoff,karenfeng,-0.05238313579060083,FALSE
layoff,karipuf,-4.884981308350689e-15,FALSE
layoff,katamg,0.007954299688034294,TRUE
layoff,Katy_P,0.0037650867200708094,TRUE
layoff,kgenova,0.01614881773126675,TRUE
layoff,khiguera,-2.220446049250313e-16,FALSE
layoff,kivan,-0.16394165973945318,FALSE
layoff,kouyang,-0.009802235282503569,FALSE
layoff,largyle,0.007003314912337633,TRUE
layoff,lazs,-0.2693991283942203,FALSE
layoff,lbb285,0.01973559395575286,TRUE
layoff,lennyc,5.074808210392412e-5,FALSE
layoff,lkermode,-4.758853040986875,FALSE
layoff,LouisR,-0.6604462532549991,FALSE
layoff,lpschnab,-5.079048293055166e-12,FALSE
layoff,mackl,-0.2693991283942203,FALSE
layoff,malte,0.021203612932704563,TRUE
layoff,mannyg,0,FALSE
layoff,maria_yr,-5.079048293055166e-12,FALSE
layoff,mb298,0.008542472798623746,TRUE
layoff,mdb,0,FALSE
layoff,mdrc,-5.079048293055166e-12,FALSE
layoff,mkapoor,-0.08079409201906018,FALSE
layoff,mloyola,-5.079048293055166e-12,FALSE
layoff,mogwai,-5.079048293055166e-12,FALSE
layoff,mollylewis,-5.079048293055166e-12,FALSE
layoff,mrytting,-0.41980186872528913,FALSE
layoff,mwhuhn,0,FALSE
layoff,myeomans,0.009942818805925846,TRUE
layoff,NaijiaLiu,0.016583606079172086,TRUE
layoff,neamah,-0.2693991283942203,FALSE
layoff,nmandell,0.01273237226800239,TRUE
layoff,nperina,-1.9439981961519157,FALSE
layoff,ovarol,-0.0029400155215437707,FALSE
layoff,Pentlandians,0.028469523004714836,TRUE
layoff,phoebs,-5.079048293055166e-12,FALSE
layoff,pkrafft,5.897890706949571e-4,TRUE
layoff,ppz,-1.0153967204363212,FALSE
layoff,prakhar,-5.079048293055166e-12,FALSE
layoff,pups33,0.004996392885989964,TRUE
layoff,rbamos,-0.2693991283942203,FALSE
layoff,rcompton,-0.29346356684719144,FALSE
layoff,red_potato85,-0.010783267060067603,FALSE
layoff,rfjz,1.8050137475578154e-5,FALSE
layoff,rtodd,-5.079048293055166e-12,FALSE
layoff,ruoyangp,-0.11973293135451213,FALSE
layoff,ryanh,-4.884981308350689e-15,FALSE
layoff,ryanjgallag,-0.08359658257230151,FALSE
layoff,samantha_malte,0.010013502349055625,TRUE
layoff,sender,-0.2874474572339487,FALSE
layoff,shashim,3.764274447703997e-10,FALSE
layoff,shausen,0.012300818232669264,TRUE
layoff,siemann,-0.2874474572339487,FALSE
layoff,signoret,-0.002039484529510638,FALSE
layoff,siqbal16,2.238252916342276e-10,FALSE
layoff,smalamut,-0.2693991283942203,FALSE
layoff,soc383,0.01426340108012869,TRUE
layoff,spike_slab_team,-3.710613827169074,FALSE
layoff,sw2009,0,FALSE
layoff,sy,-0.001008896452351804,FALSE
layoff,t.f.schaffner,-0.2693991283942203,FALSE
layoff,Tamkinat,0.016738181486214088,TRUE
layoff,tdavidson,0,FALSE
layoff,the_Brit,0.027742129073329513,TRUE
layoff,TheLoneCodeman,-2.356989164189455,FALSE
layoff,Tina_the_Llama,0.013064876196696829,TRUE
layoff,tongwang,-5.079048293055166e-12,FALSE
layoff,user,-0.01802434399944608,FALSE
layoff,user1,-0.2693991283942203,FALSE
layoff,vharman2,-0.010729981397707533,FALSE
layoff,visseho,-0.2693991283942203,FALSE
layoff,weggert,-0.31752800530016234,FALSE
layoff,wjlei1990,0.0156643619946375,TRUE
layoff,wnowak,-5.079048293055166e-12,FALSE
layoff,wrcCOS424,-0.35964077259286165,FALSE
layoff,yaboybillnye,-0.7760709662492202,FALSE
layoff,yjpeng,0.016315378253264234,TRUE
layoff,yuex,-0.2693991283942203,FALSE
layoff,zn2146,0,FALSE
materialHardship,ADSgrp5,0.22860850737379712,TRUE
materialHardship,aemack,0.1631450100461831,TRUE
materialHardship,agalle,0.05528337470909783,TRUE
materialHardship,alexlibby,-0.13820836834969175,FALSE
materialHardship,alhajri,0.05657984599009769,TRUE
materialHardship,Alpaca_CultureAsAWoolkit,0.060731689024246416,TRUE
materialHardship,amaatouq,0.19729855055145828,TRUE
materialHardship,amagann,2.793599795936075e-10,FALSE
materialHardship,amcz,2.793599795936075e-10,FALSE
materialHardship,amorgan,0.035796380596072264,TRUE
materialHardship,amusse,0.055283373785713574,TRUE
materialHardship,Anahit_Sargsyan,-1051.149436540278,FALSE
materialHardship,andrewor,0.14228260080810573,TRUE
materialHardship,annafil,0,FALSE
materialHardship,aprilfeifei,0.20361541322189602,TRUE
materialHardship,au324,0.017308044459269922,TRUE
materialHardship,aurora1994,0.17281345559171524,TRUE
materialHardship,aycai,0.05528337470909783,TRUE
materialHardship,azizkag,-0.505771254935266,FALSE
materialHardship,bertalan,0.033682899739535865,TRUE
materialHardship,bjgoode,0.21509687117888665,TRUE
materialHardship,bleizman,0.11881481357714341,TRUE
materialHardship,bnigdeli,9.889913332727929e-10,FALSE
materialHardship,brjohns,0.16040121815328678,TRUE
materialHardship,Bumblebee2023,-2.220446049250313e-16,FALSE
materialHardship,bz247,0.09149919976841614,TRUE
materialHardship,carnegien,0.12161319705254503,TRUE
materialHardship,ccgilroy,0,FALSE
materialHardship,chicacvr,0,FALSE
materialHardship,chris,0.007931515429098979,TRUE
materialHardship,cjqian,0.0696128666365019,TRUE
materialHardship,cnstahl,-2.349231920106831e-13,FALSE
materialHardship,datascience,0.19116763550690186,TRUE
materialHardship,davidj,0.2021546201744352,TRUE
materialHardship,ddmmgg,0.02078946129288639,TRUE
materialHardship,devanshg,0.03473082614868339,TRUE
materialHardship,dkozuch,-0.020524966778131093,FALSE
materialHardship,dliu18,-2.349231920106831e-13,FALSE
materialHardship,dremalt,0.19516832672585005,TRUE
materialHardship,drigobon,0.17722008873016337,TRUE
materialHardship,DS,-1.1166037741757107,FALSE
materialHardship,eaman,0.20535903668684508,TRUE
materialHardship,ec,0.05607437195285414,TRUE
materialHardship,echiou,0,FALSE
materialHardship,edz,0,FALSE
materialHardship,ehk02004,0.038524380457833685,TRUE
materialHardship,ekaban15,9.889913332727929e-10,FALSE
materialHardship,err,-0.06800289516132274,FALSE
materialHardship,ETsurkov,0.07454980093565966,TRUE
materialHardship,FormidableFamily,0.09087366421808185,TRUE
materialHardship,fperraudeau,0.05238125937391458,TRUE
materialHardship,fw,0.0558467775054039,TRUE
materialHardship,ggundersen,-0.505771254935266,FALSE
materialHardship,ghe,-3.129497620530767,FALSE
materialHardship,greg.faletto,0.07439275163956838,TRUE
materialHardship,gregversteeg,-0.02346363672656926,FALSE
materialHardship,gsharma298,-9.81320741417807,FALSE
materialHardship,gturunc16,2.793599795936075e-10,FALSE
materialHardship,gulnihaltuzun,9.889913332727929e-10,FALSE
materialHardship,gwaldrop,0.2136604335572485,TRUE
materialHardship,haixiaow,0.23187115603074449,TRUE
materialHardship,hamidrezaomidvar,0.20310701387701036,TRUE
materialHardship,hchai,-9.183199476908817,FALSE
materialHardship,hesohn,-1.1399030608316707e-9,FALSE
materialHardship,hinthornw,-0.07717117205534318,FALSE
materialHardship,hty,0.05528235754997801,TRUE
materialHardship,ihorwitz,0.00939325092581944,TRUE
materialHardship,is2548_is,0,FALSE
materialHardship,IU_Sociology,0.031398827679438024,TRUE
materialHardship,jeremyfreese,0.1684482118268612,TRUE
materialHardship,jeremykanter,2.793599795936075e-10,FALSE
materialHardship,jgagne,0.18904986214711395,TRUE
materialHardship,jlhillny,0.13801405384192822,TRUE
materialHardship,jmels13,-1.1399030608316707e-9,FALSE
materialHardship,jnchen,-0.06507703691356248,FALSE
materialHardship,joshua_becker_upenn,2.793599795936075e-10,FALSE
materialHardship,joshua800,-0.3037014023880673,FALSE
materialHardship,Justajwu,0.17246044566552743,TRUE
materialHardship,jzrf,0.08547504950580564,TRUE
materialHardship,KAG,0.15353799415922809,TRUE
materialHardship,kapoor,0.17336358462490498,TRUE
materialHardship,karenfeng,-0.0018879823523050288,FALSE
materialHardship,karipuf,0.175118744251326,TRUE
materialHardship,katamg,0.19183961670698235,TRUE
materialHardship,Katy_P,0.045596132169746895,TRUE
materialHardship,kgenova,0.2005162375656342,TRUE
materialHardship,khiguera,0.04363894732512397,TRUE
materialHardship,kivan,-2.789596531602667,FALSE
materialHardship,kouyang,0.17501831371542864,TRUE
materialHardship,largyle,0.04517070189627059,TRUE
materialHardship,lazs,0.057584649222787054,TRUE
materialHardship,lbb285,0.14571496586544763,TRUE
materialHardship,lennyc,0.004632973306514132,TRUE
materialHardship,lkermode,-1.617128243866492,FALSE
materialHardship,LouisR,0.19543723172647687,TRUE
materialHardship,lpschnab,2.793599795936075e-10,FALSE
materialHardship,mackl,2.793599795936075e-10,FALSE
materialHardship,malte,0.20325789089394775,TRUE
materialHardship,mannyg,0,FALSE
materialHardship,maria_yr,2.793599795936075e-10,FALSE
materialHardship,mb298,0.05806221471137618,TRUE
materialHardship,mdb,0.02674878264135494,TRUE
materialHardship,mdrc,2.793599795936075e-10,FALSE
materialHardship,mkapoor,-0.505771254935266,FALSE
materialHardship,mloyola,2.793599795936075e-10,FALSE
materialHardship,mogwai,2.793599795936075e-10,FALSE
materialHardship,mollylewis,2.793599795936075e-10,FALSE
materialHardship,mrytting,-0.1742823374125959,FALSE
materialHardship,mwhuhn,0.10022096041713935,TRUE
materialHardship,myeomans,0.035796380603598243,TRUE
materialHardship,NaijiaLiu,0.2031070138698433,TRUE
materialHardship,neamah,0.03615385709130359,TRUE
materialHardship,nmandell,0.18896823990813005,TRUE
materialHardship,nperina,2.793599795936075e-10,FALSE
materialHardship,ovarol,0.20177525219771308,TRUE
materialHardship,Pentlandians,0.20145653121819118,TRUE
materialHardship,phoebs,2.793599795936075e-10,FALSE
materialHardship,pkrafft,0.007257963165202108,TRUE
materialHardship,ppz,0.04326730017618108,TRUE
materialHardship,prakhar,2.793599795936075e-10,FALSE
materialHardship,pups33,0.13669754737829465,TRUE
materialHardship,rbamos,0.05181135859836217,TRUE
materialHardship,rcompton,0.07357034791660466,TRUE
materialHardship,red_potato85,-0.6476989078065258,FALSE
materialHardship,rfjz,0.17533073011407962,TRUE
materialHardship,rtodd,2.793599795936075e-10,FALSE
materialHardship,ruoyangp,2.793599795936075e-10,FALSE
materialHardship,ryanh,-2.349231920106831e-13,FALSE
materialHardship,ryanjgallag,-2.349231920106831e-13,FALSE
materialHardship,samantha_malte,0.18738737598180066,TRUE
materialHardship,sender,0.05434652247424032,TRUE
materialHardship,shashim,1.3052712022343371e-8,FALSE
materialHardship,shausen,0.1910355168979052,TRUE
materialHardship,siemann,0.05434652238655946,TRUE
materialHardship,signoret,0.13502734161670793,TRUE
materialHardship,siqbal16,9.889913332727929e-10,FALSE
materialHardship,smalamut,-0.002867541902428883,FALSE
materialHardship,soc383,0.1722006580300407,TRUE
materialHardship,spike_slab_team,-0.3037014023880673,FALSE
materialHardship,sw2009,0,FALSE
materialHardship,sy,0.19897288595511575,TRUE
materialHardship,t.f.schaffner,0.18151684962808567,TRUE
materialHardship,Tamkinat,0.18784512854900604,TRUE
materialHardship,tdavidson,0,FALSE
materialHardship,the_Brit,0.2080253397568349,TRUE
materialHardship,TheLoneCodeman,-0.13366562856565256,FALSE
materialHardship,Tina_the_Llama,0.01607762711185312,TRUE
materialHardship,tongwang,-0.023704833468797926,FALSE
materialHardship,user,-0.04434130280430448,FALSE
materialHardship,user1,-0.002867541902428883,FALSE
materialHardship,vharman2,0.0316987123623218,TRUE
materialHardship,visseho,-0.505771254935266,FALSE
materialHardship,weggert,0.1711717617678602,TRUE
materialHardship,wjlei1990,0.22390873383217458,TRUE
materialHardship,wnowak,0.15192025852947155,TRUE
materialHardship,wrcCOS424,-0.1431571987332143,FALSE
materialHardship,yaboybillnye,-0.21867491160902164,FALSE
materialHardship,yjpeng,0.20363722791399042,TRUE
materialHardship,yuex,-0.012223878833599322,FALSE
materialHardship,zn2146,0.22826838146230155,TRUE
